text_content,sender_domain,label
Internship joining instructions from Intel,microsoft.com,1
Internship offer pending your response,hr-google.com,0
"Your resume has been shortlisted, please respond to proceed",careers-meta.org,0
Internship joining instructions from Intel,nvidia.com,1
You have been officially accepted as a Microsoft intern,oracle.com,1
"Congratulations, you're selected for internship",hr-google.com,0
Final selection list for internship at SAP,intel.com,1
Welcome to the Google Summer Internship Program,google.com,1
"Congratulations, you're selected for internship",internship-certificate.xyz,0
Offer letter for Summer Internship at Adobe,intel.com,1
Welcome to the Google Summer Internship Program,nvidia.com,1
Kindly pay a processing fee to confirm your internship,hr-google.com,0
Offer letter for Summer Internship at Adobe,google.com,1
Kindly pay a processing fee to confirm your internship,internship-certificate.xyz,0
Internship joining instructions from Intel,intel.com,1
"Your resume has been shortlisted, please respond to proceed",verify-now.info,0
"Your resume has been shortlisted, please respond to proceed",intern-checks.net,0
Internship joining instructions from Intel,microsoft.com,1
"Congratulations, you're selected for internship",careerupdate.online,0
Final reminder to complete your internship registration,internmail.cc,0
Internship offer pending your response,careerupdate.online,0
Pay ₹999 to receive your certificate,hr-google.com,0
Welcome to the Google Summer Internship Program,sap.com,1
Verify your credentials to unlock internship offer,careerupdate.online,0
This is to certify your internship at Microsoft,amazon.com,1
This is to confirm your selection as a Data Science Intern at Amazon,ibm.com,1
"Limited-time internship offer, apply now",internship-certificate.xyz,0
Verify your credentials to unlock internship offer,jobs-securelink.co,0
Internship offer pending your response,urgent-offer.net,0
Final selection list for internship at SAP,microsoft.com,1
Kindly pay a processing fee to confirm your internship,intern-portal.org,0
"Limited-time internship offer, apply now",verify-now.info,0
Final selection list for internship at SAP,oracle.com,1
Urgent: Confirm your internship slot now,jobs-securelink.co,0
Urgent: Confirm your internship slot now,careers-meta.org,0
"Your resume has been shortlisted, please respond to proceed",jobs-securelink.co,0
Offer letter for Summer Internship at Adobe,adobe.com,1
You have been officially accepted as a Microsoft intern,microsoft.com,1
Offer letter for Summer Internship at Adobe,sap.com,1
Internship joining instructions from Intel,nvidia.com,1
Kindly pay a processing fee to confirm your internship,internship-certificate.xyz,0
Internship joining instructions from Intel,ibm.com,1
This is to confirm your selection as a Data Science Intern at Amazon,google.com,1
This is to confirm your selection as a Data Science Intern at Amazon,microsoft.com,1
"Limited-time internship offer, apply now",careers-meta.org,0
Internship Confirmation Letter from IBM,oracle.com,1
Internship Confirmation Letter from IBM,ibm.com,1
Final reminder to complete your internship registration,internship-certificate.xyz,0
Pay ₹999 to receive your certificate,internship-certificate.xyz,0
Click the link to claim your internship opportunity,jobs-securelink.co,0
Internship Confirmation Letter from IBM,sap.com,1
Internship opportunity confirmation from Oracle,intel.com,1
Click the link to claim your internship opportunity,internship-certificate.xyz,0
Internship offer pending your response,verify-now.info,0
Verify your credentials to unlock internship offer,internship-certificate.xyz,0
"Congratulations, you're selected for internship",hr-google.com,0
Final reminder to complete your internship registration,intern-checks.net,0
Final reminder to complete your internship registration,jobs-securelink.co,0
Urgent: Confirm your internship slot now,careerupdate.online,0
Internship joining instructions from Intel,ibm.com,1
Internship joining instructions from Intel,ibm.com,1
Internship offer pending your response,urgent-offer.net,0
Click the link to claim your internship opportunity,intern-portal.org,0
This is to confirm your selection as a Data Science Intern at Amazon,oracle.com,1
Offer letter for Summer Internship at Adobe,nvidia.com,1
"Congratulations, you're selected for internship",internship-certificate.xyz,0
"Limited-time internship offer, apply now",urgent-offer.net,0
Kindly pay a processing fee to confirm your internship,intern-checks.net,0
"Limited-time internship offer, apply now",verify-now.info,0
Internship opportunity confirmation from Oracle,ibm.com,1
"Congratulations, you're selected for internship",hr-google.com,0
Internship joining instructions from Intel,oracle.com,1
Welcome to the Google Summer Internship Program,sap.com,1
This is to certify your internship at Microsoft,oracle.com,1
Internship joining instructions from Intel,google.com,1
Internship Confirmation Letter from IBM,adobe.com,1
Final selection list for internship at SAP,oracle.com,1
Internship offer pending your response,internship-certificate.xyz,0
Kindly pay a processing fee to confirm your internship,jobs-securelink.co,0
Internship opportunity confirmation from Oracle,microsoft.com,1
Internship opportunity confirmation from Oracle,oracle.com,1
"Limited-time internship offer, apply now",hr-google.com,0
Click the link to claim your internship opportunity,intern-checks.net,0
Internship Confirmation Letter from IBM,sap.com,1
This is to confirm your selection as a Data Science Intern at Amazon,sap.com,1
Internship opportunity confirmation from Oracle,intel.com,1
"Your resume has been shortlisted, please respond to proceed",internmail.cc,0
Offer letter for Summer Internship at Adobe,google.com,1
Internship opportunity confirmation from Oracle,sap.com,1
Final reminder to complete your internship registration,internmail.cc,0
Final reminder to complete your internship registration,verify-now.info,0
NVIDIA welcomes you to the internship program,google.com,1
Welcome to the Google Summer Internship Program,microsoft.com,1
Kindly pay a processing fee to confirm your internship,careers-meta.org,0
Kindly pay a processing fee to confirm your internship,careers-meta.org,0
You have been officially accepted as a Microsoft intern,adobe.com,1
Urgent: Confirm your internship slot now,urgent-offer.net,0
Final selection list for internship at SAP,microsoft.com,1
Welcome to the Google Summer Internship Program,intel.com,1
"Limited-time internship offer, apply now",careers-meta.org,0
Offer letter for Summer Internship at Adobe,nvidia.com,1
"Your resume has been shortlisted, please respond to proceed",internmail.cc,0
Internship offer pending your response,intern-checks.net,0
"Your resume has been shortlisted, please respond to proceed",careers-meta.org,0
Internship offer pending your response,urgent-offer.net,0
"Congratulations, you're selected for internship",verify-now.info,0
Click the link to claim your internship opportunity,verify-now.info,0
Internship Confirmation Letter from IBM,amazon.com,1
This is to certify your internship at Microsoft,microsoft.com,1
You have been officially accepted as a Microsoft intern,amazon.com,1
Urgent: Confirm your internship slot now,verify-now.info,0
Final reminder to complete your internship registration,internship-certificate.xyz,0
NVIDIA welcomes you to the internship program,sap.com,1
NVIDIA welcomes you to the internship program,intel.com,1
NVIDIA welcomes you to the internship program,ibm.com,1
"Limited-time internship offer, apply now",jobs-securelink.co,0
Kindly pay a processing fee to confirm your internship,internmail.cc,0
Click the link to claim your internship opportunity,urgent-offer.net,0
Final reminder to complete your internship registration,intern-portal.org,0
Internship Confirmation Letter from IBM,sap.com,1
Offer letter for Summer Internship at Adobe,sap.com,1
Pay ₹999 to receive your certificate,intern-checks.net,0
Offer letter for Summer Internship at Adobe,amazon.com,1
Internship joining instructions from Intel,ibm.com,1
Offer letter for Summer Internship at Adobe,amazon.com,1
Pay ₹999 to receive your certificate,intern-portal.org,0
This is to certify your internship at Microsoft,adobe.com,1
"Congratulations, you're selected for internship",careers-meta.org,0
Urgent: Confirm your internship slot now,internmail.cc,0
Internship offer pending your response,intern-portal.org,0
Final reminder to complete your internship registration,verify-now.info,0
NVIDIA welcomes you to the internship program,nvidia.com,1
Pay ₹999 to receive your certificate,urgent-offer.net,0
Verify your credentials to unlock internship offer,urgent-offer.net,0
This is to certify your internship at Microsoft,ibm.com,1
Click the link to claim your internship opportunity,hr-google.com,0
Kindly pay a processing fee to confirm your internship,intern-portal.org,0
Internship offer pending your response,hr-google.com,0
This is to confirm your selection as a Data Science Intern at Amazon,google.com,1
Internship Confirmation Letter from IBM,oracle.com,1
